Nome do Cliente;Indústria;Valor Estimado;Valor de Fechamento;Oportunidade Criada Em;Data de Fechamento;Nome da Oportunidade;Categoria;Produto;Fase da Oportunidade;Status da Oportunidade;Estado;CSM
Sunpower Eletricidade;Eletricidade & Energia; R$ 18.000,00 ; R$ -   ;06/04/16;14/12/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;2 - Oportunidade;Perdida;São Paulo;Mia Wallace
Sunpower Eletricidade;Eletricidade & Energia; R$ 18.000,00 ; R$ -   ;16/09/13;03/10/13;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Rose Calvert
Sunpower Eletricidade;Eletricidade & Energia; R$ 20.000,00 ; R$ 20.000,00 ;14/07/20;29/07/20;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Santa Catarina;Rose Calvert
Sunpower Eletricidade;Eletricidade & Energia; R$ 21.000,00 ; R$ -   ;08/06/18;19/04/19;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;São Paulo;Mia Wallace
Sunpower Eletricidade;Eletricidade & Energia; R$ 22.000,00 ; R$ 22.000,00 ;16/12/19;16/12/19;Implantação PPM;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Santa Catarina;Vincent Vega
Sunpower Eletricidade;Eletricidade & Energia; R$ 24.000,00 ; R$ -   ;28/11/12;05/12/12;Treinamento para Administradores;Treinamento;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Marty McFly
Sunpower Eletricidade;Eletricidade & Energia; R$ 26.000,00 ; R$ 26.000,00 ;15/01/19;09/07/19;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Santa Catarina;Marty McFly
Sunpower Eletricidade;Eletricidade & Energia; R$ 50.000,00 ; R$ 50.000,00 ;19/12/12;30/12/12;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Ganha;São Paulo;Mia Wallace
Sunpower Eletricidade;Eletricidade & Energia; R$ 65.000,00 ; R$ 65.000,00 ;28/11/12;06/12/12;Desenvolvimento de flows;Consultoria;Power Automate;2 - Oportunidade;Ganha;São Paulo;Marty McFly
Sunpower Eletricidade;Eletricidade & Energia; R$ 73.690,90 ; R$ 73.690,90 ;14/04/14;13/08/15;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Mia Wallace
Sunquest Information Systems;Serviços Profissionais; R$ 59.000,00 ; R$ -   ;16/01/13;09/01/14;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Santa Catarina;Django Freeman
Sunshine Health;Saúde; R$ 65.599,00 ; R$ -   ;08/08/17;23/03/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;2 - Oportunidade;Perdida;Minas Gerais;Moana Waialiki
Superfeet Worldwide;Vendas & Departamento; R$ 4.500,00 ; R$ 4.500,00 ;24/06/16;22/07/16;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;1 - Lead;Perdida;Paraíba;Marty McFly
Maquinário São João;Manufatura; R$ 247,50 ; R$ 247,50 ;03/10/16;30/09/16;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Bahia;Mia Wallace
Maquinário São João;Manufatura; R$ 2.000,00 ; R$ -   ;20/05/16;31/07/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Bahia;Django Freeman
Sutherland;Serviços Profissionais; R$ 96.643,70 ; R$ -   ;04/11/16;18/12/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Perdida;Minas Gerais;Mia Wallace
Sutter Health;Saúde; R$ 2.000,00 ; R$ -   ;22/04/19;03/12/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;São Paulo;Vincent Vega
Sutter Health;Saúde; R$ 2.995,00 ; R$ -   ;10/08/17;26/12/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;São Paulo;Moana Waialiki
Sweet Dreams;Telecomunicações; R$ 16.895,00 ; R$ 16.895,00 ;12/09/15;23/12/15;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Mia Wallace
Sweet Dreams;Telecomunicações; R$ 22.000,00 ; R$ 22.000,00 ;22/12/15;19/04/16;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
Sweet Dreams;Telecomunicações; R$ 29.000,00 ; R$ 29.000,00 ;31/03/16;09/02/17;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Marty McFly
SWINERTON & WALBERG CO;Outros; R$ 2.000,00 ; R$ 2.000,00 ;23/02/18;17/04/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
SWINERTON & WALBERG CO;Outros; R$ 2.000,00 ; R$ 2.000,00 ;23/02/16;02/03/16;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Ganha;São Paulo;Marty McFly
SWINERTON & WALBERG CO;Outros; R$ 2.000,00 ; R$ 2.000,00 ;08/12/15;08/12/15;Contratação pontual de suporte;Serviços;Microsoft Project Server;2 - Oportunidade;Ganha;São Paulo;Marty McFly
SWINERTON & WALBERG CO;Outros; R$ 4.000,00 ; R$ 4.000,00 ;06/10/15;08/10/15;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Ganha;São Paulo;Marty McFly
SWINERTON & WALBERG CO;Outros; R$ 10.000,00 ; R$ 10.000,00 ;23/02/17;27/02/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
SWINERTON & WALBERG CO;Outros; R$ 38.000,00 ; R$ 38.000,00 ;04/03/15;23/06/15;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Ganha;São Paulo;Jack Sparrow
SA Recicláveis;Manufatura; R$ 2.095,00 ; R$ 2.095,00 ;01/11/19;01/11/19;Contratação pontual de suporte;Serviços;Microsoft Project Server;7 - Encerramento;Ganha;Rio Grande do Sul;Django Freeman
SA Recicláveis;Manufatura; R$ 2.095,00 ; R$ 2.095,00 ;04/04/19;16/05/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
SA Recicláveis;Manufatura; R$ 3.750,00 ; R$ 3.750,00 ;17/05/19;13/06/19;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Moana Waialiki
SA Recicláveis;Manufatura; R$ 3.750,00 ; R$ 3.750,00 ;01/05/19;08/05/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
SA Recicláveis;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;03/03/20;04/03/20;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;7 - Encerramento;Ganha;Rio Grande do Sul;Marty McFly
SA Recicláveis;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;11/02/19;03/04/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
SA Recicláveis;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;28/11/18;20/12/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
SA Recicláveis;Manufatura; R$ 8.000,00 ; R$ 8.000,00 ;01/05/19;08/05/19;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
SA Recicláveis;Manufatura; R$ 9.200,00 ; R$ 9.200,00 ;20/12/19;28/12/19;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Rio Grande do Sul;Mia Wallace
SA Recicláveis;Manufatura; R$ 10.000,00 ; R$ 10.000,00 ;24/09/19;07/10/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Moana Waialiki
SA Recicláveis;Manufatura; R$ 10.000,00 ; R$ 10.000,00 ;17/05/19;13/06/19;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Rose Calvert
SA Recicláveis;Manufatura; R$ 45.000,00 ; R$ 45.000,00 ;12/08/19;27/11/19;Pacote de relatórios Excel;Produtos;Microsoft Excel;7 - Encerramento;Ganha;Rio Grande do Sul;Rose Calvert
SA Recicláveis;Manufatura; R$ 53.048,00 ; R$ 53.048,00 ;05/10/18;07/11/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Django Freeman
Syneos Health;Saúde; R$ 55.000,00 ; R$ -   ;20/07/18;17/10/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Perdida;Goiás;Marty McFly
Maquinário São João;Manufatura; R$ 36.085,00 ; R$ -   ;07/09/18;02/05/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;Não classificada;Perdida;São Paulo;Django Freeman
Tangoe;Serviços Profissionais; R$ 10.000,00 ; R$ -   ;14/06/18;28/06/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Perdida;Amazonas;Django Freeman
Tantus Technologies, Inc.;Serviços Profissionais; R$ 122.000,00 ; R$ -   ;24/10/16;09/04/18;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Mato Grosso do Sul;Mia Wallace
Tantus Technologies, Inc.;Serviços Profissionais; R$ 135.600,00 ; R$ -   ;26/10/16;27/10/17;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;1 - Lead;Perdida;Mato Grosso do Sul;Mia Wallace
TAYLOR MADE GOLF COMPANY;Vendas & Departamento; R$ 10.000,00 ; R$ -   ;12/12/19;31/08/20;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;São Paulo;Marty McFly
TE Conectividade;Manufatura; R$ 15.000,00 ; R$ -   ;09/03/15;14/05/15;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;Não classificada;Perdida;Espírito Santo;Django Freeman
Tech Sherpas 365;Outros; R$ 495,00 ; R$ 495,00 ;28/02/20;04/03/20;Treinamento para Administradores;Treinamento;Microsoft Project Online;Não classificada;Ganha;São Paulo;Django Freeman
Techdata;Outros; R$ 55.000,00 ; R$ -   ;11/10/18;27/12/18;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;Não classificada;Perdida;Santa Catarina;Marty McFly
Teck Metals Ltda;Manufatura; R$ 8.000,00 ; R$ -   ;11/03/19;28/05/19;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;1 - Lead;Perdida;Bahia;Marty McFly
Tecnologia 4U;Outros Serviços; R$ 54.500,00 ; R$ -   ;22/08/14;17/10/14;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;Bahia;Jack Sparrow
Tecnologia 4U;Outros Serviços; R$ 55.000,00 ; R$ -   ;22/01/19;26/03/19;Contratação pontual de suporte;Serviços;Microsoft Project Server;2 - Oportunidade;Perdida;Maranhão;Django Freeman
Tecnologia 4U;Outros Serviços; R$ 91.000,00 ; R$ -   ;02/10/19;13/12/19;Contratação pontual de suporte;Serviços;Microsoft Project Online;6 - Proposta enviada;Perdida;Maranhão;Mia Wallace
TE Conectividade;Manufatura; R$ -   ; R$ -   ;21/04/20;31/07/20;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Rio Grande do Sul;Vincent Vega
Tetra Tech;Outros Serviços; R$ 78.000,00 ; R$ -   ;27/08/12;01/05/13;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Marty McFly
Texas Health Resources;Saúde; R$ 10.000,00 ; R$ 10.000,00 ;26/07/13;28/11/13;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Ganha;Maranhão;Marty McFly
The Bozzuto Group;Serviços Profissionais; R$ 6.427,50 ; R$ 6.427,50 ;29/09/16;06/10/16;Treinamento para Administradores;Treinamento;Microsoft Project Online;1 - Lead;Perdida;Tocantins;Marty McFly
The Christ Hospital Health Network;Saúde; R$ 19.000,00 ; R$ -   ;16/12/19;30/04/20;Contratação pontual de suporte;Serviços;Microsoft Project Server;5 - Levantamento de escopo;Perdida;Bahia;Django Freeman
The Container Corporation;Logística; R$ 10.000,00 ; R$ -   ;27/09/19;15/06/20;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;6 - Proposta enviada;Perdida;Minas Gerais;Marty McFly
The Corcoran Group;Outros; R$ 6.000,00 ; R$ -   ;14/03/13;24/03/13;Contratação pontual de suporte;Serviços;Microsoft Project Server;1 - Lead;Perdida;Bahia;Django Freeman
The Corcoran Group;Outros; R$ 30.000,00 ; R$ -   ;29/01/13;14/03/13;Contratação pontual de suporte;Serviços;Microsoft Project Server;2 - Oportunidade;Perdida;Bahia;Jack Sparrow
The Jackson Laboratory;Saúde; R$ 66.002,75 ; R$ -   ;06/06/16;01/09/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Rio Grande do Sul;Rose Calvert
The Lassiter Law Firm;Serviços Profissionais; R$ 13.500,00 ; R$ 13.500,00 ;07/04/15;11/05/15;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Santa Catarina;Marty McFly
The Madison Square Garden Company;Mídia & Conteúdo; R$ 3.500,00 ; R$ 3.500,00 ;10/07/13;30/07/13;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Bahia;Marty McFly
The Madison Square Garden Company;Mídia & Conteúdo; R$ 4.000,00 ; R$ 4.000,00 ;19/08/14;29/08/14;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Ganha;Bahia;Marty McFly
The Madison Square Garden Company;Mídia & Conteúdo; R$ 6.000,00 ; R$ 6.000,00 ;13/07/16;29/09/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Ganha;Bahia;Vincent Vega
The Madison Square Garden Company;Mídia & Conteúdo; R$ 6.000,00 ; R$ 6.000,00 ;19/11/15;18/11/15;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Bahia;Mia Wallace
The Madison Square Garden Company;Mídia & Conteúdo; R$ 6.000,00 ; R$ 6.000,00 ;23/06/15;23/07/15;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;2 - Oportunidade;Ganha;Bahia;Moana Waialiki
The Madison Square Garden Company;Mídia & Conteúdo; R$ 8.000,00 ; R$ 8.000,00 ;28/05/14;05/06/14;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Ganha;Bahia;Moana Waialiki
The Madison Square Garden Company;Mídia & Conteúdo; R$ 35.000,00 ; R$ 35.000,00 ;12/07/13;12/12/13;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Bahia;Jack Sparrow
The Madison Square Garden Company;Mídia & Conteúdo; R$ 93.000,00 ; R$ -   ;18/03/15;15/09/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;Não classificada;Perdida;Bahia;Jack Sparrow
THE PARADIES SHOP;Vendas & Departamento; R$ -   ; R$ -   ;09/10/19;20/03/20;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;5 - Levantamento de escopo;Perdida;Minas Gerais;Jack Sparrow
TE Conectividade;Manufatura; R$ 3.190,00 ; R$ 3.190,00 ;27/03/19;01/04/19;Pacote de relatórios Excel;Produtos;Microsoft Excel;5 - Levantamento de escopo;Ganha;Espírito Santo;Marty McFly
TE Conectividade;Manufatura; R$ 3.874,75 ; R$ 3.874,75 ;05/04/13;09/05/13;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
Thomson Reuters;Serviços Profissionais; R$ 30.000,00 ; R$ -   ;18/12/17;01/05/18;Contratação pontual de suporte;Serviços;Microsoft Project Server;1 - Lead;Perdida;Bahia;Marty McFly
Tivity Health;Saúde; R$ 95.000,00 ; R$ -   ;27/03/18;06/09/19;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;1 - Lead;Perdida;Santa Catarina;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 2.000,00 ; R$ -   ;03/10/17;07/02/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Maranhão;Vincent Vega
Ronda Serviços Automotivos;Manufatura; R$ 14.000,00 ; R$ 14.000,00 ;12/01/17;16/02/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Maranhão;Mia Wallace
Ronda Serviços Automotivos;Manufatura; R$ 33.000,00 ; R$ -   ;18/10/16;12/05/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Perdida;Maranhão;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 65.940,00 ; R$ -   ;18/10/16;24/05/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Perdida;Maranhão;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;22/12/15;22/12/15;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Maranhão;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 20.000,00 ; R$ 20.000,00 ;20/10/15;19/10/15;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Maranhão;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 66.750,00 ; R$ 66.750,00 ;04/03/15;20/04/15;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;3 - Entendimento de necessidades;Ganha;Maranhão;Django Freeman
Ronda Serviços Automotivos;Manufatura; R$ 75.000,00 ; R$ -   ;01/06/16;12/05/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Maranhão;Moana Waialiki
Ronda Serviços Automotivos;Manufatura; R$ 98.000,00 ; R$ 98.000,00 ;17/09/15;13/03/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;3 - Entendimento de necessidades;Ganha;Maranhão;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 115.000,00 ; R$ 115.000,00 ;10/03/16;30/05/16;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Maranhão;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 122.000,00 ; R$ 122.000,00 ;28/05/15;22/06/15;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Maranhão;Mia Wallace
Ronda Serviços Automotivos;Manufatura; R$ 148.000,00 ; R$ -   ;24/02/16;22/05/17;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;1 - Lead;Perdida;Maranhão;Marty McFly
Ronda Serviços Automotivos;Manufatura; R$ 238.008,99 ; R$ 238.008,99 ;15/08/14;06/11/14;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Maranhão;Mia Wallace
TransBrazil;Eletricidade & Energia; R$ 125.000,00 ; R$ -   ;27/01/16;14/04/17;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;São Paulo;Mia Wallace
TransBrazil;Eletricidade & Energia; R$ 138.515,99 ; R$ 138.515,99 ;08/04/16;07/10/16;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;2 - Oportunidade;Perdida;Ceará;Rose Calvert
TRC Companies;Serviços Profissionais; R$ 14.000,00 ; R$ 14.000,00 ;17/07/20;01/09/20;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;7 - Encerramento;Ganha;Espírito Santo;Django Freeman
Trellisware Technologies;Outros; R$ 9.000,00 ; R$ -   ;06/01/20;16/09/20;Pacote de relatórios Excel;Produtos;Microsoft Excel;4 - Demonstração realizada;Perdida;São Paulo;Moana Waialiki
Trevali Ltda;Manufatura; R$ 10.000,00 ; R$ 10.000,00 ;24/02/20;05/03/20;Desenvolvimento de flows;Consultoria;Power Automate;6 - Proposta enviada;Ganha;Bahia;Mia Wallace
Trevali Ltda;Manufatura; R$ 20.000,00 ; R$ 20.000,00 ;20/11/19;21/11/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;7 - Encerramento;Ganha;Bahia;Marty McFly
Trevali Ltda;Manufatura; R$ 84.000,00 ; R$ 84.000,00 ;19/08/19;12/09/19;Implantação PPM;Consultoria;Microsoft Project Server;7 - Encerramento;Ganha;Bahia;Mia Wallace
TRICORE REFERENCE LAB;Saúde; R$ 25.000,00 ; R$ -   ;08/08/17;01/03/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;1 - Lead;Perdida;Tocantins;Marty McFly
Trident USA Health Services;Saúde; R$ 9.000,00 ; R$ 9.000,00 ;19/01/14;26/01/14;Pacote de relatórios Excel;Produtos;Microsoft Excel;2 - Oportunidade;Ganha;São Paulo;Moana Waialiki
Triplo A;Seguros; R$ -   ; R$ -   ;07/07/16;14/12/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;Não classificada;Perdida;Santa Catarina;Mia Wallace
Triplo A;Seguros; R$ 6.000,00 ; R$ -   ;22/06/16;11/12/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;Não classificada;Perdida;Santa Catarina;Mia Wallace
Triplo A;Seguros; R$ 6.000,00 ; R$ -   ;15/07/16;27/11/17;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;1 - Lead;Perdida;Santa Catarina;Mia Wallace
Triplo A;Seguros; R$ 14.000,00 ; R$ -   ;21/10/13;02/07/14;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;Santa Catarina;Marty McFly
Triplo A;Seguros; R$ 30.000,00 ; R$ 30.000,00 ;15/02/16;09/05/16;Implantação PPM;Consultoria;Microsoft Project Server;2 - Oportunidade;Ganha;Santa Catarina;Django Freeman
Triplo A;Seguros; R$ 40.000,00 ; R$ -   ;15/08/16;14/12/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;Não classificada;Perdida;Santa Catarina;Moana Waialiki
